Age,Overall,Potential,International Reputation,Weak Foot,Skill Moves,Height,Weight,Preferred Foot_Right,Body Type_Normal,Body Type_Stocky,Position_Forward,Position_Middle,Position_Reserve,LogValue,LogWage
17,52,59,1.0,2.0,2.0,183,75,1,1,0,0,0,1,11.84939770159144,6.214608098422191
34,72,72,2.0,3.0,1.0,187,87,1,1,0,0,0,1,14.077874822431765,9.903487552536127
28,70,72,1.0,3.0,1.0,184,83,1,1,0,0,0,1,14.151982794585487,8.294049640102028
25,75,80,1.0,3.0,1.0,194,81,1,1,0,0,0,0,15.687312734865866,10.4341158035983
20,50,63,1.0,2.0,2.0,190,82,1,0,0,0,0,1,11.608235644774552,6.214608098422191
18,54,68,1.0,3.0,2.0,189,81,1,1,0,0,0,1,12.345834587905333,6.214608098422191
37,76,76,1.0,3.0,1.0,190,92,1,1,0,0,0,0,13.623138665316818,8.517193191416238
17,48,63,1.0,3.0,2.0,187,80,1,1,0,0,0,1,11.608235644774552,6.214608098422191
18,48,59,1.0,2.0,2.0,173,62,1,0,0,0,0,1,11.512925464970229,6.214608098422191
27,59,61,1.0,2.0,2.0,193,76,1,1,0,0,0,1,12.388394202324129,6.214608098422191
19,52,64,1.0,3.0,2.0,193,78,1,0,0,0,0,1,12.100712129872347,6.551080335043404
19,53,64,1.0,3.0,2.0,185,77,0,1,0,0,0,1,12.154779351142624,6.214608098422191
38,64,64,2.0,2.0,1.0,193,85,1,1,0,0,0,1,11.002099841204238,6.214608098422191
20,48,58,1.0,3.0,2.0,174,69,1,1,0,0,0,1,11.512925464970229,6.856461984594587
35,80,80,2.0,3.0,1.0,189,82,1,0,0,0,0,0,14.648419680899378,9.903487552536127
22,54,60,1.0,2.0,1.0,180,80,1,1,0,0,0,0,11.84939770159144,6.214608098422191
22,52,60,1.0,2.0,2.0,191,86,1,0,0,0,0,1,12.043553716032399,6.907755278982137
17,49,69,1.0,3.0,2.0,185,83,1,1,0,0,0,1,11.695247021764184,6.214608098422191
19,51,63,1.0,3.0,2.0,183,77,1,1,0,0,0,1,11.002099841204238,6.214608098422191
24,52,55,1.0,3.0,2.0,192,75,0,0,0,0,0,1,11.512925464970229,7.600902459542082
20,47,54,1.0,3.0,2.0,175,70,1,1,0,0,0,1,11.407564949312402,6.907755278982137
18,51,69,1.0,2.0,2.0,176,61,1,0,0,0,0,1,11.84939770159144,6.309918278226516
30,69,69,1.0,2.0,1.0,191,95,1,1,0,0,0,1,13.458835614025542,7.600902459542082
19,48,62,1.0,2.0,2.0,169,70,0,0,0,0,0,1,11.608235644774552,6.214608098422191
32,83,83,3.0,3.0,1.0,192,83,1,1,0,0,0,0,16.70588231586044,10.915088464214607
19,52,63,1.0,2.0,2.0,185,80,1,1,0,0,0,1,11.289781913656018,8.294049640102028
29,67,68,1.0,4.0,1.0,186,84,1,1,0,0,0,1,13.560618308335483,8.699514748210191
22,62,72,1.0,3.0,1.0,181,79,1,1,0,0,0,1,13.560618308335483,6.907755278982137
16,51,71,1.0,2.0,2.0,195,89,0,0,0,0,0,1,11.918390573078392,6.214608098422191
19,52,64,1.0,3.0,2.0,185,82,1,1,0,0,0,1,12.100712129872347,6.745236349484363
21,71,80,1.0,2.0,1.0,185,81,1,1,0,0,0,0,15.096444403426338,8.517193191416238
29,68,70,1.0,3.0,1.0,193,92,0,0,1,0,0,0,13.815510557964274,8.294049640102028
20,51,64,1.0,3.0,2.0,182,75,1,1,0,0,0,1,11.77528972943772,8.006367567650246
26,74,77,1.0,1.0,1.0,196,81,1,0,0,0,0,1,15.250595083253597,8.699514748210191
18,48,62,1.0,2.0,3.0,173,68,1,1,0,0,0,1,11.608235644774552,6.309918278226516
18,52,72,1.0,2.0,2.0,180,79,1,1,0,0,0,1,12.254862809699606,6.214608098422191
20,52,65,1.0,2.0,2.0,181,76,1,1,0,0,0,1,12.100712129872347,8.006367567650246
37,73,82,3.0,1.0,1.0,187,76,1,1,0,0,0,1,13.458835614025542,7.600902459542082
19,51,64,1.0,2.0,2.0,193,81,1,1,0,0,0,1,11.77528972943772,6.214608098422191
20,48,56,1.0,2.0,2.0,176,71,1,1,0,0,0,1,11.512925464970229,6.214608098422191
38,63,63,1.0,3.0,1.0,183,70,1,1,0,0,0,0,10.819778284410283,7.600902459542082
20,50,56,1.0,3.0,2.0,183,67,1,1,0,0,0,1,11.156250521031495,6.907755278982137
17,51,66,1.0,3.0,2.0,184,80,1,0,0,0,0,1,11.695247021764184,6.214608098422191
21,51,59,1.0,3.0,2.0,185,82,1,1,0,0,0,1,11.695247021764184,6.907755278982137
24,68,74,1.0,2.0,1.0,187,85,1,1,0,0,0,1,14.22097566607244,8.517193191416238
29,61,70,1.0,3.0,1.0,180,68,1,0,0,0,0,1,13.458835614025542,7.600902459542082
30,79,79,1.0,3.0,1.0,186,80,1,1,0,0,0,0,16.25785759333348,10.126631103850338
24,71,76,1.0,2.0,1.0,186,81,1,1,0,0,0,0,14.648419680899378,8.85366542803745
20,53,68,1.0,3.0,2.0,187,80,1,0,0,0,0,1,12.254862809699606,6.396929655216146
18,49,66,1.0,3.0,2.0,190,80,1,0,0,0,0,1,11.608235644774552,6.907755278982137
18,51,74,1.0,3.0,2.0,175,83,1,1,0,0,0,1,12.100712129872347,6.214608098422191
19,50,60,1.0,3.0,2.0,182,77,1,0,0,0,0,1,11.407564949312402,6.551080335043404
29,68,70,1.0,5.0,1.0,188,87,1,0,1,0,0,0,13.815510557964274,6.907755278982137
41,73,73,1.0,3.0,1.0,189,80,1,0,0,0,0,0,12.765688433465597,9.210340371976184
21,64,75,1.0,3.0,1.0,194,84,1,0,0,0,0,0,13.9108207377686,6.620073206530356
25,69,74,1.0,2.0,1.0,184,69,1,1,0,0,0,0,14.28551418721001,8.517193191416238
18,49,61,1.0,3.0,2.0,188,80,1,1,0,0,0,1,11.512925464970229,6.214608098422191
20,52,67,1.0,3.0,2.0,183,75,1,1,0,0,0,1,12.100712129872347,8.006367567650246
35,73,73,1.0,3.0,1.0,188,78,1,1,0,0,0,1,12.765688433465597,9.998797732340453
33,67,67,1.0,3.0,1.0,193,88,1,1,0,0,0,0,12.691580461311874,8.006367567650246
19,51,57,1.0,3.0,2.0,182,72,1,1,0,0,0,1,11.289781913656018,6.684611727667927
21,52,61,1.0,2.0,2.0,183,85,1,1,0,0,0,1,12.043553716032399,6.745236349484363
40,70,70,2.0,3.0,1.0,186,83,1,1,0,0,0,1,12.100712129872347,9.392661928770137
18,48,66,1.0,3.0,2.0,182,73,1,0,0,0,0,1,11.608235644774552,6.907755278982137
18,50,63,1.0,3.0,2.0,183,77,1,1,0,0,0,1,11.512925464970229,6.214608098422191
25,78,81,1.0,2.0,1.0,192,83,1,1,0,0,0,0,16.489659207390805,9.680344001221918
32,67,67,1.0,2.0,1.0,187,83,1,1,0,0,0,0,13.122363377404328,6.907755278982137
29,75,75,1.0,3.0,1.0,191,88,1,1,0,0,0,0,15.150511624696614,10.799575577092764
19,48,60,1.0,2.0,2.0,180,73,1,0,0,0,0,1,11.608235644774552,6.214608098422191
29,74,74,1.0,4.0,1.0,186,80,1,1,0,0,0,0,14.880221294956703,6.856461984594587
17,49,72,1.0,4.0,2.0,185,79,1,0,0,0,0,1,11.918390573078392,6.214608098422191
26,70,75,1.0,2.0,1.0,191,85,1,1,0,0,0,1,14.403297222866392,8.987196820661973
18,51,65,1.0,3.0,2.0,188,83,1,1,0,0,0,1,11.77528972943772,6.214608098422191
36,72,72,2.0,2.0,1.0,195,90,0,1,0,0,0,0,12.429216196844383,9.104979856318357
16,50,65,1.0,3.0,2.0,182,68,1,1,0,0,0,1,11.512925464970229,6.214608098422191
28,77,80,1.0,2.0,1.0,191,79,1,0,0,0,0,1,16.06680235657077,10.933106969717286
23,48,53,1.0,3.0,2.0,182,75,1,1,0,0,0,1,11.002099841204238,6.907755278982137
20,49,58,1.0,4.0,2.0,182,80,1,1,0,0,0,1,11.512925464970229,6.551080335043404
22,47,52,1.0,3.0,2.0,186,80,1,1,0,0,0,1,11.156250521031495,6.907755278982137
22,52,59,1.0,3.0,2.0,190,88,1,0,0,0,0,1,11.918390573078392,6.684611727667927
22,49,54,1.0,3.0,2.0,186,70,1,0,0,0,0,1,11.156250521031495,6.907755278982137
27,73,77,1.0,2.0,1.0,188,82,1,1,0,0,0,0,14.978661367769956,9.798127036878302
21,51,60,1.0,3.0,2.0,185,77,1,1,0,0,0,1,11.695247021764184,6.476972362889683
18,51,70,1.0,2.0,2.0,185,76,0,0,0,0,0,1,11.84939770159144,6.907755278982137
21,52,64,1.0,3.0,2.0,181,79,1,0,0,0,0,1,12.100712129872347,8.006367567650246
18,54,68,1.0,3.0,2.0,185,77,1,1,0,0,0,1,12.345834587905333,6.907755278982137
19,49,64,1.0,2.0,2.0,181,74,1,1,0,0,0,1,11.608235644774552,6.214608098422191
18,50,61,1.0,3.0,2.0,183,78,1,1,0,0,0,1,11.407564949312402,6.214608098422191
22,50,60,1.0,2.0,2.0,181,79,1,1,0,0,0,1,11.512925464970229,6.214608098422191
40,64,64,1.0,2.0,1.0,181,76,1,1,0,0,0,1,11.002099841204238,6.214608098422191
18,57,67,1.0,3.0,1.0,190,80,1,0,0,0,0,1,12.611537753638338,6.214608098422191
17,50,70,1.0,2.0,2.0,188,75,1,1,0,0,0,1,11.695247021764184,6.214608098422191
30,75,75,1.0,3.0,1.0,187,74,0,0,0,0,0,0,15.123843377614453,6.476972362889683
22,50,58,1.0,3.0,2.0,183,71,1,0,0,0,0,1,11.512925464970229,6.907755278982137
31,69,69,1.0,4.0,1.0,192,90,1,1,0,0,0,0,13.458835614025542,7.600902459542082
23,73,80,1.0,2.0,1.0,191,82,1,0,0,0,0,1,15.424948470398375,9.998797732340453
34,73,73,1.0,2.0,1.0,183,80,1,1,0,0,0,1,13.17115354157376,9.680344001221918
18,52,74,1.0,2.0,2.0,192,82,1,0,0,0,0,1,12.388394202324129,6.214608098422191
23,79,85,1.0,2.0,1.0,190,82,1,0,0,0,0,0,16.929025867174648,10.373491181781864
22,46,50,1.0,3.0,2.0,181,80,1,1,0,0,0,1,11.002099841204238,6.214608098422191
25,68,73,1.0,3.0,1.0,194,94,1,1,0,0,0,0,14.151982794585487,7.600902459542082
26,73,76,1.0,2.0,1.0,190,99,1,0,1,0,0,0,14.946912669455374,9.392661928770137
29,54,54,1.0,2.0,2.0,190,86,1,1,0,0,0,0,11.407564949312402,6.214608098422191
19,52,65,1.0,3.0,2.0,199,85,1,1,0,0,0,1,12.100712129872347,6.214608098422191
20,51,62,1.0,2.0,2.0,184,75,1,0,0,0,0,1,11.695247021764184,6.551080335043404
19,49,65,1.0,2.0,2.0,185,75,1,1,0,0,0,1,11.608235644774552,6.802394763324311
37,69,69,1.0,3.0,1.0,188,84,0,1,0,0,0,1,12.691580461311874,8.294049640102028
24,62,70,1.0,3.0,1.0,185,77,1,1,0,0,0,0,13.560618308335483,6.907755278982137
19,50,62,1.0,3.0,2.0,173,70,1,1,0,0,0,1,11.512925464970229,6.214608098422191
18,50,69,1.0,2.0,2.0,186,75,1,1,0,0,0,1,11.608235644774552,6.214608098422191
17,51,71,1.0,3.0,2.0,189,70,1,0,0,0,0,1,11.156250521031495,6.214608098422191
19,47,63,1.0,3.0,2.0,178,62,1,0,0,0,0,1,11.695247021764184,6.214608098422191
39,80,80,2.0,3.0,1.0,186,85,1,1,0,0,0,0,13.815510557964274,9.210340371976184
18,51,65,1.0,3.0,2.0,178,74,1,0,0,0,0,1,11.156250521031495,6.214608098422191
18,52,72,1.0,3.0,2.0,193,80,1,0,0,0,0,1,11.512925464970229,7.600902459542082
20,65,78,1.0,3.0,1.0,190,74,1,1,0,0,0,1,14.22097566607244,9.210340371976184
17,50,67,1.0,2.0,2.0,188,70,0,0,0,0,0,1,11.608235644774552,6.214608098422191
37,70,70,1.0,2.0,1.0,187,95,1,0,1,0,0,1,12.100712129872347,6.907755278982137
19,55,68,1.0,3.0,2.0,191,83,1,1,0,0,0,1,12.524526376648708,6.907755278982137
20,48,56,1.0,3.0,2.0,180,75,1,0,0,0,0,1,11.512925464970229,6.856461984594587
20,50,60,1.0,2.0,3.0,186,75,1,1,0,0,0,1,11.512925464970229,6.907755278982137
32,70,70,1.0,3.0,1.0,193,78,1,1,0,0,0,1,13.592367006650065,8.517193191416238
18,52,59,1.0,2.0,2.0,180,75,1,0,0,0,0,1,11.84939770159144,6.214608098422191
18,51,71,1.0,2.0,2.0,185,79,1,1,0,0,0,1,11.918390573078392,6.214608098422191
25,70,76,1.0,3.0,1.0,188,87,1,1,0,0,0,0,14.508657738524219,8.517193191416238
25,77,81,1.0,3.0,1.0,184,74,1,0,0,0,0,0,16.25785759333348,9.680344001221918
28,69,72,1.0,3.0,1.0,203,94,0,0,0,0,0,0,14.077874822431765,8.006367567650246
35,75,75,2.0,2.0,1.0,188,81,1,1,0,0,0,0,13.345506928718539,9.740968623038354
19,47,64,1.0,2.0,2.0,161,63,1,1,0,0,0,1,11.695247021764184,6.214608098422191
18,51,67,1.0,3.0,2.0,188,85,1,0,1,0,0,1,11.156250521031495,6.214608098422191
39,72,72,2.0,3.0,1.0,185,82,1,1,0,0,0,1,12.429216196844383,8.987196820661973
22,50,54,1.0,2.0,2.0,191,89,0,1,0,0,0,1,11.002099841204238,6.214608098422191
28,61,61,1.0,2.0,1.0,194,88,1,1,0,0,0,0,12.345834587905333,7.600902459542082
24,76,80,1.0,4.0,1.0,190,88,0,1,0,0,0,0,15.955576721460545,9.615805480084347
23,51,60,1.0,2.0,2.0,184,76,1,1,0,0,0,1,11.695247021764184,6.214608098422191
19,51,66,1.0,2.0,2.0,188,77,0,0,0,0,0,1,11.77528972943772,6.396929655216146
21,49,60,1.0,3.0,2.0,176,68,1,1,0,0,0,1,11.512925464970229,6.214608098422191
26,72,73,1.0,2.0,1.0,188,80,1,1,0,0,0,0,14.557447902693651,8.987196820661973
31,63,63,1.0,3.0,1.0,182,76,1,1,0,0,0,0,12.429216196844383,6.745236349484363
19,49,58,1.0,3.0,2.0,181,75,1,0,0,0,0,1,11.407564949312402,7.600902459542082
19,54,74,1.0,2.0,2.0,188,82,1,1,0,0,0,1,12.524526376648708,6.396929655216146
18,54,69,1.0,3.0,2.0,189,77,1,0,0,0,0,1,12.345834587905333,6.476972362889683
27,70,72,1.0,2.0,1.0,186,76,1,0,0,0,0,1,14.22097566607244,10.203592144986466
23,72,80,1.0,2.0,1.0,197,81,1,1,0,0,0,0,15.319587954740548,9.798127036878302
24,71,79,1.0,3.0,1.0,188,83,1,1,0,0,0,1,15.096444403426338,9.210340371976184
35,74,74,2.0,3.0,1.0,198,90,1,0,0,0,0,1,13.071070083016778,10.043249494911286
24,56,59,1.0,2.0,2.0,196,85,1,1,0,0,0,1,12.043553716032399,7.600902459542082
32,75,75,1.0,2.0,1.0,195,90,1,1,0,0,0,1,14.845129975145433,10.165851817003619
24,72,79,1.0,2.0,1.0,185,78,0,0,0,0,0,0,15.201804919084164,8.517193191416238
29,73,73,1.0,4.0,1.0,188,81,1,1,0,0,0,0,14.557447902693651,9.210340371976184
20,49,56,1.0,3.0,2.0,183,77,1,1,0,0,0,1,11.407564949312402,6.907755278982137
21,50,58,1.0,2.0,2.0,188,71,1,0,0,0,0,1,11.512925464970229,6.214608098422191
17,50,66,1.0,3.0,2.0,180,72,1,1,0,0,0,0,11.608235644774552,6.214608098422191
22,54,62,1.0,2.0,2.0,176,76,0,0,0,0,0,1,12.345834587905333,6.396929655216146
21,49,55,1.0,2.0,2.0,181,77,1,1,0,0,0,1,11.156250521031495,6.907755278982137
21,49,57,1.0,2.0,2.0,188,81,1,1,0,0,0,1,11.512925464970229,6.214608098422191
20,48,59,1.0,2.0,2.0,176,70,1,1,0,0,0,1,11.512925464970229,6.214608098422191
25,70,73,1.0,3.0,1.0,183,73,1,1,0,0,0,0,14.28551418721001,8.699514748210191
41,65,65,2.0,2.0,1.0,194,95,1,1,0,0,0,1,13.458835614025542,7.600902459542082
21,49,56,1.0,2.0,2.0,182,70,1,1,0,0,0,1,11.407564949312402,6.907755278982137
27,64,67,1.0,3.0,1.0,188,80,1,0,0,0,0,1,13.262125319779487,6.214608098422191
20,49,58,1.0,3.0,2.0,190,72,1,0,0,0,0,1,11.512925464970229,6.907755278982137
18,52,66,1.0,2.0,2.0,191,87,1,1,0,0,0,1,12.043553716032399,6.214608098422191
34,75,75,2.0,3.0,1.0,187,82,1,1,0,0,0,0,13.764217263576723,9.546812608597396
17,50,64,1.0,3.0,2.0,188,75,1,1,0,0,0,1,11.512925464970229,6.214608098422191
20,50,58,1.0,3.0,2.0,184,73,1,1,0,0,0,1,11.512925464970229,7.600902459542082
19,47,55,1.0,3.0,2.0,180,68,1,0,0,0,0,1,11.407564949312402,6.907755278982137
31,53,53,1.0,2.0,1.0,185,79,1,1,0,0,0,1,10.596634733096073,6.214608098422191
19,49,66,1.0,3.0,2.0,193,83,1,0,0,0,0,1,11.608235644774552,6.620073206530356
23,48,54,1.0,2.0,2.0,176,70,1,0,0,0,0,1,11.156250521031495,6.907755278982137
17,50,67,1.0,3.0,2.0,194,78,0,1,0,0,0,1,11.608235644774552,6.214608098422191
19,50,58,1.0,3.0,2.0,187,81,1,1,0,0,0,1,11.407564949312402,6.684611727667927
26,52,55,1.0,3.0,2.0,190,82,1,1,0,0,0,1,11.407564949312402,6.745236349484363
31,69,69,1.0,2.0,1.0,188,80,0,1,0,0,0,1,13.527828485512494,8.006367567650246
19,49,58,1.0,3.0,2.0,184,72,1,1,0,0,0,1,11.407564949312402,6.214608098422191
23,54,61,1.0,3.0,2.0,193,90,1,0,0,0,0,1,11.407564949312402,6.745236349484363
27,74,75,1.0,3.0,1.0,193,81,1,0,1,0,0,1,15.096444403426338,6.802394763324311
30,74,74,1.0,2.0,1.0,179,81,1,1,0,0,0,0,14.845129975145433,6.551080335043404
39,74,74,2.0,4.0,1.0,197,92,1,1,0,0,0,1,13.071070083016778,8.699514748210191
36,81,81,4.0,2.0,1.0,196,90,0,1,0,0,0,1,14.690979295318174,11.002099841204238
26,67,72,1.0,2.0,1.0,194,96,1,1,0,0,0,0,13.997832114758229,8.294049640102028
18,47,60,1.0,3.0,2.0,182,75,1,1,0,0,0,1,11.608235644774552,6.802394763324311
35,79,79,3.0,3.0,1.0,187,93,1,1,0,0,0,1,14.914122846632385,10.308952660644293
18,49,72,1.0,2.0,2.0,188,72,1,0,0,0,0,1,11.84939770159144,6.214608098422191
25,64,65,1.0,2.0,1.0,177,72,1,1,0,0,0,1,13.17115354157376,6.214608098422191
20,48,61,1.0,3.0,2.0,184,78,0,1,0,0,0,1,11.608235644774552,6.214608098422191
23,69,77,1.0,3.0,1.0,187,77,1,1,0,0,0,1,14.808762330974558,8.85366542803745
27,70,72,1.0,3.0,1.0,185,78,1,1,0,0,0,0,14.22097566607244,8.294049640102028
31,77,77,2.0,3.0,1.0,186,78,0,1,0,0,0,0,15.520258650202699,10.46310334047155
24,66,71,1.0,3.0,1.0,178,70,0,1,0,0,0,0,13.815510557964274,6.214608098422191
27,75,78,1.0,2.0,1.0,186,85,1,1,0,0,0,1,15.520258650202699,10.341742483467284
35,70,70,2.0,3.0,1.0,190,81,1,1,0,0,0,1,12.100712129872347,9.104979856318357
22,52,61,1.0,3.0,2.0,188,82,1,1,0,0,0,1,12.043553716032399,6.856461984594587
17,53,68,1.0,2.0,2.0,195,89,0,1,0,0,0,1,12.206072645530174,6.214608098422191
25,74,79,1.0,2.0,1.0,188,83,1,0,0,0,0,0,15.404745763080856,9.95227771670556
24,65,72,1.0,2.0,1.0,185,77,1,0,0,0,0,0,13.997832114758229,7.600902459542082
30,73,73,1.0,3.0,1.0,189,75,1,0,0,0,0,0,14.508657738524219,8.987196820661973
22,57,62,1.0,3.0,1.0,194,95,1,1,0,0,0,1,11.512925464970229,7.600902459542082
37,70,70,1.0,2.0,1.0,189,76,0,1,0,0,0,1,12.100712129872347,9.305650551780507
22,67,76,1.0,2.0,1.0,186,79,1,0,0,0,0,0,14.508657738524219,9.740968623038354
34,67,67,1.0,3.0,1.0,181,78,1,1,0,0,0,1,13.458835614025542,7.600902459542082
21,51,59,1.0,3.0,2.0,192,77,1,0,0,0,0,1,11.695247021764184,7.600902459542082
25,67,71,1.0,2.0,1.0,180,80,0,1,0,0,0,0,13.9108207377686,6.856461984594587
27,67,68,1.0,3.0,1.0,188,87,0,1,0,0,0,1,13.681979165339751,8.006367567650246
27,55,58,1.0,3.0,2.0,188,82,1,0,0,0,0,0,11.84939770159144,6.214608098422191
17,50,69,1.0,3.0,2.0,182,75,0,1,0,0,0,1,10.819778284410283,6.214608098422191
22,65,75,1.0,2.0,1.0,185,79,1,1,0,0,0,1,14.151982794585487,8.517193191416238
29,72,74,1.0,3.0,1.0,191,85,1,1,0,0,0,0,14.457364444136669,9.392661928770137
23,66,72,1.0,2.0,1.0,193,86,1,1,0,0,0,1,13.9108207377686,8.006367567650246
23,56,63,1.0,2.0,1.0,185,74,0,1,0,0,0,1,11.289781913656018,8.006367567650246
20,54,66,1.0,2.0,2.0,198,94,1,0,0,0,0,1,12.388394202324129,7.600902459542082
18,49,63,1.0,3.0,2.0,185,78,1,1,0,0,0,1,11.512925464970229,6.214608098422191
16,48,64,1.0,3.0,2.0,184,75,1,1,0,0,0,1,11.608235644774552,6.214608098422191
28,66,68,1.0,3.0,1.0,193,95,1,1,0,0,0,1,13.493926933836812,8.85366542803745
18,50,58,1.0,2.0,2.0,189,74,1,0,0,0,0,1,11.407564949312402,6.214608098422191
25,65,69,1.0,2.0,1.0,190,80,1,0,0,0,0,0,13.560618308335483,7.600902459542082
31,65,65,1.0,2.0,1.0,193,89,1,1,0,0,0,1,12.834681304952548,6.214608098422191
41,63,63,1.0,1.0,1.0,183,75,1,1,0,0,0,1,10.819778284410283,6.214608098422191
23,73,80,1.0,3.0,1.0,188,74,1,0,0,0,0,1,15.424948470398375,10.596634733096073
25,76,81,2.0,2.0,1.0,190,78,0,0,0,0,0,0,16.012735135300492,9.680344001221918
42,72,72,1.0,2.0,1.0,183,84,1,1,0,0,0,0,12.429216196844383,8.517193191416238
31,65,65,1.0,3.0,1.0,188,79,1,1,0,0,0,1,12.834681304952548,9.305650551780507
24,51,59,1.0,3.0,2.0,190,88,1,0,1,0,0,1,11.695247021764184,6.684611727667927
37,72,72,2.0,4.0,1.0,192,88,1,1,0,0,0,1,12.429216196844383,9.210340371976184
21,49,55,1.0,2.0,2.0,177,70,1,0,0,0,0,1,11.156250521031495,6.907755278982137
22,44,49,1.0,3.0,2.0,174,71,1,0,0,0,0,1,10.596634733096073,6.802394763324311
36,68,68,1.0,3.0,1.0,191,84,1,0,1,0,0,0,11.77528972943772,8.006367567650246
32,76,76,1.0,2.0,1.0,193,78,1,0,0,0,0,1,15.123843377614453,10.4341158035983
23,50,55,1.0,2.0,2.0,187,79,1,0,0,0,0,1,11.002099841204238,6.907755278982137
21,60,69,1.0,3.0,1.0,185,80,1,1,0,0,0,1,13.071070083016778,6.214608098422191
34,77,77,2.0,2.0,1.0,190,81,1,1,0,0,0,0,14.403297222866392,9.95227771670556
24,78,82,1.0,2.0,1.0,198,73,1,0,0,0,0,0,16.588099280204055,10.571316925111784
33,47,47,1.0,1.0,2.0,178,81,0,0,1,0,0,1,10.126631103850338,6.907755278982137
31,71,71,1.0,2.0,1.0,193,88,1,1,0,0,0,1,13.815510557964274,8.699514748210191
18,51,60,1.0,2.0,2.0,188,80,1,1,0,0,0,1,11.608235644774552,6.214608098422191
26,64,68,1.0,2.0,1.0,180,75,1,1,0,0,0,0,13.345506928718539,6.214608098422191
35,64,64,1.0,2.0,1.0,188,86,1,1,0,0,0,1,11.002099841204238,8.699514748210191
19,46,58,1.0,3.0,2.0,188,83,0,1,0,0,0,1,11.608235644774552,6.620073206530356
32,71,71,1.0,3.0,1.0,182,80,1,1,0,0,0,1,13.737549016494562,8.006367567650246
24,64,70,1.0,3.0,1.0,181,67,1,0,0,0,0,1,13.527828485512494,8.006367567650246
21,48,56,1.0,3.0,2.0,185,75,1,1,0,0,0,1,11.512925464970229,6.907755278982137
29,70,72,1.0,3.0,1.0,189,75,1,1,0,0,0,1,14.077874822431765,7.600902459542082
26,71,75,1.0,2.0,1.0,192,85,1,1,0,0,0,1,13.458835614025542,7.600902459542082
27,67,71,1.0,3.0,1.0,190,73,1,0,0,0,0,0,13.9108207377686,8.85366542803745
21,54,61,1.0,2.0,2.0,195,88,1,1,0,0,0,1,12.206072645530174,6.907755278982137
18,53,75,1.0,3.0,2.0,196,94,1,1,0,0,0,1,12.524526376648708,6.907755278982137
26,70,75,1.0,3.0,1.0,184,85,1,1,0,0,0,0,14.403297222866392,8.294049640102028
20,70,85,1.0,2.0,1.0,189,78,1,0,0,0,0,0,15.03928598958639,9.472704636443673
24,61,68,1.0,2.0,1.0,184,88,1,1,0,0,0,0,13.217673557208654,6.214608098422191
23,68,74,1.0,3.0,1.0,186,77,1,0,0,0,0,1,13.458835614025542,7.600902459542082
28,70,70,1.0,2.0,1.0,186,77,1,1,0,0,0,1,13.9108207377686,9.305650551780507
34,65,65,1.0,2.0,1.0,184,80,1,1,0,0,0,0,11.695247021764184,6.214608098422191
19,49,62,1.0,3.0,2.0,188,79,1,0,0,0,0,1,11.512925464970229,6.214608098422191
17,49,59,1.0,3.0,2.0,188,76,1,1,0,0,0,1,11.407564949312402,6.214608098422191
29,72,73,1.0,3.0,1.0,197,89,1,1,0,0,0,0,14.403297222866392,8.006367567650246
31,70,70,1.0,3.0,1.0,191,100,1,1,0,0,0,1,13.9108207377686,9.903487552536127
25,62,65,1.0,2.0,1.0,198,85,1,1,0,0,0,1,12.89921982609012,7.600902459542082
22,63,73,1.0,3.0,1.0,185,76,1,0,1,0,0,1,13.737549016494562,6.907755278982137
33,75,75,2.0,2.0,1.0,192,87,1,1,0,0,0,1,14.403297222866392,10.4341158035983
18,48,61,1.0,3.0,2.0,184,80,0,1,0,0,0,1,11.512925464970229,6.214608098422191
25,74,77,1.0,2.0,1.0,188,78,1,1,0,0,0,1,15.27412558066379,10.373491181781864
27,69,71,1.0,3.0,1.0,188,89,1,1,0,0,0,1,14.077874822431765,9.392661928770137
32,66,66,2.0,2.0,1.0,194,90,1,1,0,0,0,1,13.458835614025542,7.600902459542082
31,69,69,1.0,1.0,1.0,191,81,1,0,0,0,0,0,13.527828485512494,8.006367567650246
30,75,76,2.0,3.0,1.0,190,84,1,1,0,0,0,0,15.250595083253597,9.95227771670556
33,71,71,1.0,2.0,1.0,195,89,1,1,0,0,0,1,13.304684934198283,9.472704636443673
28,64,64,1.0,2.0,1.0,194,77,0,0,0,0,0,0,12.959844447906553,8.006367567650246
20,50,57,1.0,3.0,2.0,191,79,1,0,0,0,0,1,11.407564949312402,6.907755278982137
21,47,52,1.0,2.0,2.0,177,70,1,1,0,0,0,1,11.156250521031495,6.907755278982137
35,75,75,1.0,3.0,1.0,195,85,1,1,0,0,0,0,13.345506928718539,8.85366542803745
24,62,70,1.0,3.0,1.0,191,77,1,1,0,0,0,0,13.560618308335483,7.600902459542082
27,63,66,1.0,2.0,1.0,183,77,1,0,0,0,0,1,13.071070083016778,6.214608098422191
22,50,56,1.0,2.0,2.0,188,82,1,0,0,0,0,1,11.156250521031495,6.907755278982137
17,50,67,1.0,2.0,2.0,194,80,0,0,0,0,0,1,11.608235644774552,6.214608098422191
25,61,64,1.0,2.0,1.0,195,81,1,0,0,0,0,0,12.691580461311874,7.600902459542082
32,62,62,1.0,2.0,1.0,194,84,1,1,0,0,0,1,12.206072645530174,6.907755278982137
18,47,57,1.0,1.0,2.0,183,74,1,0,0,0,0,1,11.407564949312402,6.214608098422191
37,68,68,1.0,2.0,1.0,185,78,1,1,0,0,0,0,11.77528972943772,8.006367567650246
